"x" "y" "data"
"1" 0.105634135892615 0.76790532283485 2.22072232218833
"2" 0.407383661484346 0.603834255365655 1.95931362222718
"3" 0.566312449984252 0.701464441372082 2.62790716842224
"4" 0.720444252714515 0.444659921340644 0.93757161906028
"5" 0.433973680483177 0.135651053395122 0.583275937131385
"6" 0.987674127100036 0.654446970205754 3.85849248434519
"7" 0.917579939123243 0.411515190498903 1.22168391869598
"8" 0.364585798000917 0.614106493536383 1.27784102172843
"9" 0.775474622147158 0.158384473761544 0.838462289852302
"10" 0.309612136334181 0.463144523557276 1.44953921781793
"11" 0.327133932849392 0.630835922434926 0.506642737163592
"12" 0.0316739671397954 0.176684348611161 2.41118373069351
"13" 0.291037798626348 0.369090622058138 1.47890029688724
"14" 0.671222512377426 0.570821157190949 2.96047603320537
"15" 0.586022035451606 0.488561229780316 2.50286020169736
"16" 0.66394401458092 0.352058808319271 1.70602800551794
"17" 0.904854274820536 0.192347283707932 1.17142988800046
"18" 0.928698339033872 0.74688456626609 3.02782800106701
"19" 0.373569319490343 0.821200162637979 1.43289533619677
"20" 0.943828577175736 0.541660143528134 1.51526872887010
"21" 0.578603603411466 0.94813113915734 1.8179667996386
"22" 0.483665055362508 0.235354899195954 1.29604814303482
"23" 0.912207794841379 0.139343515504152 1.44924825125145
"24" 0.876540504395962 0.371678437106311 1.07865609512192
"25" 0.259687876794487 0.0179266815539449 1.40948575484991
"26" 0.225552957039326 0.152055968064815 2.14575057285261
"27" 0.337060071760789 0.712661846075207 1.43533777909187
"28" 0.257005303166807 0.691362468292937 1.69425188261778
"29" 0.89717222028412 0.361287608975545 1.25746042356813
"30" 0.60768831986934 0.263566339621320 0.518579617422859
"31" 0.240931364241987 0.994964636629447 0.801958306186846
"32" 0.657043284270912 0.3805661869701 1.30415847778265
"33" 0.257653647335246 0.604638082673773 0.574361494838512
"34" 0.63348477659747 0.471334230853245 1.43521717376791
"35" 0.88153834710829 0.0530494572594762 1.70692261298484
"36" 0.724403945263475 0.598638379946351 3.09055337442767
"37" 0.78361784410663 0.0326959202066064 2.13298104277615
"38" 0.721552148694173 0.730064644943923 1.37956798050559
"39" 0.421025305986404 0.206092942273244 1.16086994692617
"40" 0.787230835994706 0.551878603175282 2.52119307763642
"41" 0.815950685413554 0.397743146168068 1.14402345109605
"42" 0.081199063686654 0.126955742249265 3.15830245681434
"43" 0.692149431910366 0.902059711283073 1.54531539625867
"44" 0.0546223788987845 0.107502509141341 2.83501406294782
"45" 0.763125755125657 0.758026346797124 2.07090227958008
"46" 0.431358340429142 0.145906345685944 0.627469543503689
"47" 0.386722180759534 0.497553497785702 1.76991445299731
"48" 0.356414229841903 0.631283659255132 1.08683574677569
"49" 0.60244848835282 0.780954626621678 2.58664191479984
"50" 0.785875322064385 0.230746192857623 1.19696090839634
"51" 0.765926139894873 0.194960143649951 0.494562375881877
"52" 0.921216203365475 0.470249583246186 0.923432571793923
"53" 0.17784719937481 0.943396706599742 1.20183336325283
"54" 0.106722680851817 0.660178245278075 2.36904863154923
"55" 0.564970122883096 0.881049019517377 1.95583069148535
"56" 0.15483179083094 0.595880725188181 1.30727276417340
"57" 0.790360020240769 0.265587029745802 1.40205850632529
"58" 0.816252382704988 0.160337097011507 1.90625188826143
"59" 0.198395777028054 0.713473972864449 2.31018493676495
"60" 0.430347824702039 0.333954966394231 1.84914125631958
"61" 0.341710917185992 0.902747994754463 0.211214905754452
"62" 0.729612260358408 0.929871414089575 1.52829253915560
"63" 0.702920983545482 0.0276300748810172 0.487464296990146
"64" 0.816506502684206 0.936382362619042 2.06217454833941
"65" 0.213925864780322 0.641900537069887 1.01273069625119
"66" 0.0978028278332204 0.788607471389696 2.48656015694928
"67" 0.603715400444344 0.428398722549900 0.756345396489922
"68" 0.221551805734634 0.929523780709133 1.33091116513265
"69" 0.852520850952715 0.597569450037554 1.81958491062521
"70" 0.641337753506377 0.0581858092918992 0.0576049203011122
"71" 0.0655207382515073 0.999323985772207 1.28285058387180
"72" 0.0423503466881812 0.613276397576556 3.01379079978921
"73" 0.698729122057557 0.327800119761378 0.812584540125139
"74" 0.679848817642778 0.999175301520154 1.50872954771224
"75" 0.0947310267947614 0.998537336708978 1.36904451362358
"76" 0.627869375515729 0.370598643086851 1.11157375882295
"77" 0.239223912125453 0.573421719484031 0.93205379064856
"78" 0.452773531200364 0.805360555183142 2.14396267545578
"79" 0.793516854988411 0.828037899686024 2.66741743995746
"80" 0.645798029145226 0.824661819497123 1.89545617218814
"81" 0.308245804393664 0.0111747158225626 2.33409956544397
"82" 0.974568861769512 0.55099508468993 1.60492014424799
"83" 0.855273535009474 0.140221024630591 1.29548030205244
"84" 0.783260779455304 0.197116224328056 0.186087213071212
"85" 0.837984578451142 0.565225048689172 1.90667566667167
"86" 0.43752026418224 0.713134799618274 1.88230017536154
"87" 0.377773543586954 0.356824937975034 1.10497678499979
"88" 0.771816106513143 0.176239540567622 0.514149227794389
"89" 0.125318823149428 0.396653168601915 1.85980283215996
"90" 0.0100626605562866 0.110145023092628 3.79629930185641
"91" 0.239985432010144 0.868076911428943 0.811973758665684
"92" 0.517007887829095 0.342110769357532 1.34281570326408
"93" 0.669154967414215 0.223435666644946 0.428198424445692
"94" 0.307302619097754 0.575541008962318 1.13189033436369
"95" 0.662841234356165 0.049027907429263 0.679207928776982
"96" 0.504031477496028 0.294981279177591 1.13237331772131
"97" 0.306377363856882 0.221953582717106 2.07852123118570
"98" 0.38563674245961 0.984563664766029 1.15627462949648
"99" 0.055429668398574 0.216003733454272 3.24975324239696
"100" 0.687655024928972 0.212423825636506 0.612747171532717
